run,seed,degraded1,onset1_s,rate1,fail1_s,recover1_s,degraded2,onset2_s,rate2,fail2_s,recover2_s,degraded3,onset3_s,rate3,fail3_s,recover3_s,t,method,active_provider,accuracy,latency_ms,reliability,utility,failover_event
0,1234,idt2b,15.042,0.17002,25.135,35.05,idt2a,50.876,0.08143,61.425,75.209,idt2b,92.055,0.10733,104.934,118.115,19,qos_aware,idt2a,0.97,18.0,0.995,0.93875,0
0,1234,idt2b,15.042,0.17002,25.135,35.05,idt2a,50.876,0.08143,61.425,75.209,idt2b,92.055,0.10733,104.934,118.115,20,qos_aware,idt2a,0.97,18.0,0.995,0.93875,0
0,1234,idt2b,15.042,0.17002,25.135,35.05,idt2a,50.876,0.08143,61.425,75.209,idt2b,92.055,0.10733,104.934,118.115,21,qos_aware,idt2a,0.97,18.0,0.995,0.93875,0
0,1234,idt2b,15.042,0.17002,25.135,35.05,idt2a,50.876,0.08143,61.425,75.209,idt2b,92.055,0.10733,104.934,118.115,22,qos_aware,idt2a,0.97,18.0,0.995,0.93875,0
0,1234,idt2b,15.042,0.17002,25.135,35.05,idt2a,50.876,0.08143,61.425,75.209,idt2b,92.055,0.10733,104.934,118.115,23,qos_aware,idt2a,0.97,18.0,0.995,0.93875,0
0,1234,idt2b,15.042,0.17002,25.135,35.05,idt2a,50.876,0.08143,61.425,75.209,idt2b,92.055,0.10733,104.934,118.115,24,qos_aware,idt2a,0.97,18.0,0.995,0.93875,0
0,1234,idt2b,15.042,0.17002,25.135,35.05,idt2a,50.876,0.08143,61.425,75.209,idt2b,92.055,0.10733,104.934,118.115,25,qos_aware,idt2a,0.97,18.0,0.995,0.93875,0
0,1234,idt2b,15.042,0.17002,25.135,35.05,idt2a,50.876,0.08143,61.425,75.209,idt2b,92.055,0.10733,104.934,118.115,26,qos_aware,idt2a,0.97,18.0,0.995,0.93875,0
0,1234,idt2b,15.042,0.17002,25.135,35.05,idt2a,50.876,0.08143,61.425,75.209,idt2b,92.055,0.10733,104.934,118.115,27,qos_aware,idt2a,0.97,18.0,0.995,0.93875,0
0,1234,idt2b,15.042,0.17002,25.135,35.05,idt2a,50.876,0.08143,61.425,75.209,idt2b,92.055,0.10733,104.934,118.115,28,qos_aware,idt2a,0.97,18.0,0.995,0.93875,0
0,1234,idt2b,15.042,0.17002,25.135,35.05,idt2a,50.876,0.08143,61.425,75.209,idt2b,92.055,0.10733,104.934,118.115,29,qos_aware,idt2a,0.97,18.0,0.995,0.93875,0
0,1234,idt2b,15.042,0.17002,25.135,35.05,idt2a,50.876,0.08143,61.425,75.209,idt2b,92.055,0.10733,104.934,118.115,30,qos_aware,idt2a,0.97,18.0,0.995,0.93875,0
0,1234,idt2b,15.042,0.17002,25.135,35.05,idt2a,50.876,0.08143,61.425,75.209,idt2b,92.055,0.10733,104.934,118.115,31,qos_aware,idt2a,0.97,18.0,0.995,0.93875,0
0,1234,idt2b,15.042,0.17002,25.135,35.05,idt2a,50.876,0.08143,61.425,75.209,idt2b,92.055,0.10733,104.934,118.115,32,qos_aware,idt2a,0.97,18.0,0.995,0.93875,0
0,1234,idt2b,15.042,0.17002,25.135,35.05,idt2a,50.876,0.08143,61.425,75.209,idt2b,92.055,0.10733,104.934,118.115,33,qos_aware,idt2a,0.97,18.0,0.995,0.93875,0
